Concurso|Data_Sorteio|Bola1|Bola2|Bola3|Bola4|Bola5|Bola6|Bola7|Bola8|Bola9|Bola10|Bola11|Bola12|Bola13|Bola14|Bola15|Arrecadação_Total|Ganhadores_15_Números|Cidade|Ganhadores_14_Números|Ganhadores_13_Números|Ganhadores_12_Números|Ganhadores_11_Números|Valor_Rateio_15_Números|Valor_Rateio_14_Números|Valor_Rateio_13_Números|Valor_Rateio_12_Números|Valor_Rateio_11_Números|Acumulado_15_Números|Estimativa_Prêmio|Valor_Acumulado_Especial
88|30/05/2005|1.0|2.0|4.0|5.0|8.0|9.0|10.0|11.0|12.0|14.0|17.0|18.0|19.0|24.0|25.0|R$0,00|5.0|DFRJSCSESP|853.0|30153.0|318718.0|1383793.0|R$257.018,77|R$643,22|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
89|06/06/2005|1.0|6.0|11.0|12.0|13.0|15.0|16.0|17.0|19.0|20.0|21.0|22.0|23.0|24.0|25.0|R$0,00|2.0|ROSP|528.0|59274.0|230638.0|1266634.0|R$858.145,42|R$1.393,10|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
90|13/06/2005|1.0|2.0|3.0|8.0|10.0|11.0|12.0|15.0|17.0|20.0|21.0|22.0|23.0|24.0|25.0|R$0,00|4.0|MGRJSP|525.0|17979.0|236987.0|1539050.0|R$400.382,66|R$1.307,37|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
91|20/06/2005|1.0|4.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|16.0|17.0|20.0|22.0|23.0|25.0|R$0,00|2.0|APSP|428.0|23937.0|203510.0|1341264.0|R$880.833,62|R$1.764,02|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
92|27/06/2005|1.0|2.0|4.0|6.0|8.0|12.0|13.0|14.0|15.0|17.0|18.0|19.0|21.0|22.0|24.0|R$0,00|5.0|MGSCSP|714.0|22604.0|257642.0|1433995.0|R$290.246,68|R$871,09|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
93|04/07/2005|2.0|4.0|5.0|6.0|7.0|9.0|10.0|13.0|17.0|18.0|19.0|20.0|21.0|23.0|24.0|R$0,00|6.0|PESPTO|480.0|18433.0|230658.0|1352474.0|R$271.483,43|R$1.454,37|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
94|11/07/2005|2.0|4.0|8.0|9.0|11.0|12.0|13.0|15.0|16.0|17.0|18.0|21.0|22.0|23.0|24.0|R$0,00|2.0|RJSP|573.0|29882.0|267884.0|1577059.0|R$694.861,30|R$1.039,43|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
95|18/07/2005|1.0|2.0|3.0|4.0|5.0|10.0|11.0|12.0|14.0|15.0|17.0|18.0|19.0|20.0|22.0|R$0,00|2.0|BADF|401.0|20787.0|231813.0|1294859.0|R$883.199,51|R$1.887,85|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
96|25/07/2005|3.0|4.0|6.0|9.0|10.0|12.0|14.0|16.0|17.0|18.0|19.0|21.0|22.0|23.0|24.0|R$0,00|1.0|MT|454.0|16790.0|220370.0|1209732.0|R$1.793.190,45|R$1.692,75|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
97|02/08/2005|3.0|4.0|6.0|10.0|12.0|13.0|14.0|15.0|17.0|19.0|20.0|22.0|23.0|24.0|25.0|R$0,00|4.0|BAMGSP|539.0|19062.0|237912.0|1490877.0|R$379.485,48|R$1.206,95|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
98|08/08/2005|1.0|2.0|5.0|6.0|8.0|10.0|11.0|15.0|17.0|18.0|20.0|22.0|23.0|24.0|25.0|R$0,00|5.0|MGRJTO|1089.0|31800.0|376336.0|1625070.0|R$238.130,55|R$466,80|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
99|15/08/2005|1.0|2.0|3.0|4.0|7.0|10.0|11.0|13.0|14.0|16.0|17.0|20.0|21.0|24.0|25.0|R$0,00|4.0|ESMGRSSE|695.0|19351.0|227907.0|1278734.0|R$424.895,89|R$1.048,05|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
100|22/08/2005|1.0|3.0|4.0|8.0|9.0|10.0|11.0|12.0|13.0|14.0|16.0|17.0|22.0|23.0|25.0|R$0,00|6.0|BASESP|547.0|39008.0|241845.0|1371980.0|R$251.438,56|R$1.182,00|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
101|29/08/2005|1.0|3.0|6.0|7.0|9.0|10.0|13.0|14.0|16.0|17.0|19.0|20.0|21.0|23.0|24.0|R$0,00|9.0|AMBADFPRRNRSSCSP|917.0|26691.0|287551.0|1473207.0|R$144.911,71|R$607,23|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
102|05/09/2005|1.0|2.0|3.0|4.0|7.0|9.0|10.0|11.0|12.0|18.0|19.0|21.0|22.0|23.0|25.0|R$0,00|5.0|BAPRRSSP|622.0|20635.0|267607.0|1361023.0|R$323.383,57|R$1.114,09|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
103|12/09/2005|1.0|2.0|3.0|4.0|5.0|7.0|8.0|10.0|11.0|16.0|17.0|18.0|22.0|23.0|25.0|R$0,00|5.0|MSRJSP|467.0|26477.0|269789.0|1577960.0|R$276.012,69|R$1.266,50|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
104|19/09/2005|5.0|6.0|7.0|10.0|11.0|13.0|14.0|15.0|16.0|18.0|19.0|21.0|22.0|24.0|25.0|R$0,00|2.0|GOSP|354.0|13835.0|196494.0|1186254.0|R$982.532,88|R$2.379,02|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
105|26/09/2005|4.0|6.0|7.0|8.0|9.0|10.0|11.0|12.0|13.0|15.0|17.0|19.0|21.0|22.0|25.0|R$0,00|2.0|PERJ|425.0|15988.0|225268.0|1278152.0|R$855.532,63|R$1.725,44|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
106|03/10/2005|1.0|2.0|3.0|4.0|5.0|6.0|10.0|12.0|13.0|14.0|15.0|17.0|22.0|23.0|25.0|R$0,00|3.0|RJSP|471.0|22766.0|286573.0|1570457.0|R$442.710,00|R$1.208,49|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
107|10/10/2005|1.0|3.0|4.0|6.0|7.0|8.0|9.0|11.0|12.0|15.0|17.0|18.0|21.0|24.0|25.0|R$0,00|1.0|SP|494.0|16680.0|215950.0|1314644.0|R$1.801.807,58|R$1.563,17|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
108|17/10/2005|1.0|2.0|4.0|7.0|8.0|9.0|11.0|12.0|14.0|15.0|16.0|18.0|22.0|23.0|25.0|R$0,00|8.0|AMMGRJRSSP|1094.0|26164.0|281728.0|1425759.0|R$159.562,30|R$498,16|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
109|24/10/2005|1.0|3.0|5.0|7.0|9.0|11.0|12.0|13.0|16.0|18.0|20.0|21.0|23.0|24.0|25.0|R$0,00|14.0|BACEDFMGRJRNSCSP|2257.0|44187.0|335886.0|1552174.0|R$76.346,11|R$202,19|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
110|31/10/2005|1.0|3.0|4.0|5.0|6.0|12.0|13.0|14.0|17.0|19.0|20.0|21.0|22.0|23.0|25.0|R$0,00|2.0|PESP|442.0|23523.0|280697.0|1423182.0|R$706.957,82|R$1.370,96|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
111|07/11/2005|1.0|5.0|6.0|10.0|11.0|12.0|13.0|15.0|17.0|18.0|19.0|21.0|22.0|24.0|25.0|R$0,00|1.0|MG|415.0|17785.0|266234.0|1440550.0|R$1.503.858,33|R$1.553,04|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
112|14/11/2005|1.0|2.0|3.0|4.0|6.0|10.0|11.0|14.0|15.0|17.0|18.0|19.0|20.0|21.0|23.0|R$0,00|1.0|SP|341.0|13885.0|218980.0|1274318.0|R$1.749.331,36|R$2.198,57|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
113|21/11/2005|1.0|2.0|4.0|5.0|6.0|8.0|11.0|12.0|13.0|14.0|19.0|20.0|21.0|24.0|25.0|R$0,00|3.0|SP|437.0|16637.0|236170.0|1390432.0|R$514.867,34|R$1.514,81|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
114|28/11/2005|1.0|2.0|3.0|6.0|7.0|8.0|9.0|10.0|11.0|14.0|20.0|21.0|22.0|24.0|25.0|R$0,00|0.0||320.0|11371.0|182608.0|1159190.0|R$0,00|R$2.542,69|R$10,00|R$4,00|R$2,00|R$1.898.540,00|R$0,00|R$0,00
115|05/12/2005|1.0|4.0|5.0|6.0|7.0|9.0|11.0|12.0|13.0|16.0|17.0|18.0|20.0|21.0|25.0|R$0,00|1.0|MG|674.0|22580.0|326888.0|1754217.0|R$4.081.776,78|R$1.388,24|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
116|12/12/2005|1.0|2.0|9.0|10.0|11.0|12.0|13.0|14.0|16.0|18.0|19.0|20.0|21.0|23.0|25.0|R$0,00|2.0|SP|484.0|20047.0|292261.0|1619598.0|R$848.830,45|R$1.503,24|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
117|19/12/2005|5.0|6.0|7.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|17.0|18.0|20.0|23.0|25.0|R$0,00|3.0|SP|498.0|18606.0|280170.0|1592727.0|R$569.686,18|R$1.470,79|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
118|27/12/2005|2.0|4.0|5.0|6.0|8.0|12.0|13.0|14.0|15.0|18.0|19.0|21.0|22.0|23.0|24.0|R$0,00|4.0|BAMGSP|660.0|35222.0|301415.0|1520411.0|R$357.319,00|R$928,10|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
119|02/01/2006|1.0|4.0|6.0|8.0|9.0|10.0|11.0|15.0|17.0|18.0|20.0|21.0|22.0|23.0|24.0|R$0,00|1.0|SP|370.0|20989.0|223234.0|1259823.0|R$1.663.143,71|R$1.926,43|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
120|09/01/2006|1.0|3.0|5.0|7.0|8.0|11.0|12.0|13.0|15.0|16.0|18.0|19.0|20.0|21.0|24.0|R$0,00|2.0|PRSP|758.0|25198.0|303361.0|1549722.0|R$746.715,01|R$844,38|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
121|16/01/2006|1.0|2.0|4.0|5.0|7.0|9.0|10.0|11.0|12.0|16.0|17.0|18.0|23.0|24.0|25.0|R$0,00|3.0|PISCSP|830.0|27637.0|298499.0|1491043.0|R$492.515,31|R$760,04|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
122|23/01/2006|1.0|2.0|4.0|5.0|8.0|9.0|10.0|13.0|15.0|17.0|18.0|20.0|22.0|23.0|25.0|R$0,00|8.0|DFMGPARJSP|1291.0|32778.0|368045.0|1643408.0|R$136.137,23|R$360,18|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
123|30/01/2006|4.0|5.0|6.0|7.0|11.0|12.0|13.0|17.0|18.0|19.0|20.0|21.0|22.0|23.0|24.0|R$0,00|4.0|BAGOSP|670.0|18123.0|225258.0|1346974.0|R$422.565,92|R$1.081,20|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
124|06/02/2006|2.0|3.0|4.0|6.0|7.0|9.0|14.0|15.0|16.0|18.0|19.0|20.0|21.0|24.0|25.0|R$0,00|2.0|SP|396.0|15090.0|194421.0|1186925.0|R$1.036.561,02|R$2.243,64|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
125|13/02/2006|2.0|3.0|4.0|6.0|7.0|9.0|10.0|11.0|12.0|15.0|16.0|21.0|22.0|24.0|25.0|R$0,00|2.0|GOSP|395.0|13621.0|188288.0|1269512.0|R$1.047.965,76|R$2.274,07|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
126|20/02/2006|1.0|2.0|3.0|4.0|6.0|7.0|8.0|13.0|14.0|16.0|18.0|21.0|22.0|24.0|25.0|R$0,00|0.0||493.0|18073.0|245449.0|1428758.0|R$0,00|R$1.516,70|R$10,00|R$4,00|R$2,00|R$1.744.710,64|R$0,00|R$0,00
127|01/03/2006|1.0|2.0|3.0|4.0|5.0|7.0|10.0|11.0|12.0|13.0|18.0|19.0|22.0|23.0|25.0|R$0,00|5.0|BAGOPRSCSP|633.0|26537.0|226287.0|1209770.0|R$519.339,50|R$574,65|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
128|06/03/2006|2.0|3.0|4.0|6.0|11.0|13.0|14.0|15.0|16.0|17.0|19.0|20.0|21.0|23.0|25.0|R$0,00|2.0|AMSP|422.0|18165.0|257399.0|1512543.0|R$830.452,68|R$1.686,77|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
129|13/03/2006|2.0|5.0|6.0|7.0|9.0|11.0|13.0|15.0|18.0|19.0|20.0|21.0|22.0|23.0|25.0|R$0,00|3.0|CEMARJ|907.0|38023.0|333579.0|1684780.0|R$448.986,01|R$634,05|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
130|20/03/2006|2.0|3.0|4.0|5.0|6.0|9.0|10.0|12.0|13.0|15.0|17.0|19.0|23.0|24.0|25.0|R$0,00|3.0|MGSCSP|952.0|29720.0|362203.0|1689512.0|R$417.614,17|R$561,87|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
131|27/03/2006|2.0|4.0|5.0|6.0|7.0|8.0|11.0|12.0|13.0|15.0|19.0|20.0|22.0|23.0|25.0|R$0,00|1.0|MG|660.0|23967.0|320580.0|1600418.0|R$1.341.544,37|R$871,13|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
132|03/04/2006|1.0|3.0|4.0|5.0|7.0|9.0|10.0|11.0|14.0|15.0|16.0|17.0|22.0|23.0|25.0|R$0,00|10.0|CEDFMGPRRJRSSP|792.0|26452.0|340872.0|1584197.0|R$135.976,17|R$733,01|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
133|10/04/2006|1.0|3.0|4.0|5.0|8.0|9.0|11.0|13.0|15.0|18.0|19.0|20.0|21.0|22.0|23.0|R$0,00|5.0|MSSCSESP|895.0|32294.0|385069.0|1862691.0|R$217.132,17|R$517,90|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
134|17/04/2006|1.0|3.0|5.0|7.0|8.0|10.0|11.0|12.0|13.0|14.0|16.0|17.0|19.0|22.0|25.0|R$0,00|4.0|GOSP|1345.0|32243.0|321650.0|1628816.0|R$325.378,91|R$413,15|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
135|24/04/2006|1.0|2.0|5.0|7.0|8.0|10.0|13.0|14.0|15.0|18.0|19.0|20.0|21.0|22.0|25.0|R$0,00|7.0|ESGORJSP|775.0|20815.0|253415.0|1441124.0|R$234.154,46|R$906,41|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
136|02/05/2006|1.0|2.0|3.0|5.0|6.0|9.0|12.0|13.0|14.0|15.0|17.0|21.0|22.0|23.0|24.0|R$0,00|2.0|SCSP|329.0|14555.0|238514.0|1255488.0|R$671.843,75|R$1.750,35|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
137|08/05/2006|2.0|6.0|8.0|9.0|10.0|11.0|12.0|13.0|16.0|17.0|18.0|19.0|20.0|21.0|25.0|R$0,00|2.0|MGSP|313.0|12648.0|221694.0|1259615.0|R$937.816,37|R$2.568,19|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
138|15/05/2006|2.0|3.0|4.0|5.0|7.0|8.0|11.0|13.0|15.0|16.0|17.0|21.0|22.0|24.0|25.0|R$0,00|3.0|RSSP|464.0|18695.0|250239.0|1503282.0|R$476.718,72|R$1.320,96|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
139|22/05/2006|1.0|2.0|7.0|9.0|12.0|14.0|15.0|16.0|17.0|18.0|19.0|21.0|22.0|23.0|24.0|R$0,00|1.0|RN|443.0|18564.0|247145.0|1370404.0|R$1.596.786,85|R$1.544,78|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
140|29/05/2006|1.0|2.0|3.0|6.0|9.0|10.0|12.0|13.0|15.0|18.0|19.0|20.0|22.0|24.0|25.0|R$0,00|7.0|MSPRSP|787.0|22971.0|268181.0|1413296.0|R$210.217,72|R$801,34|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
141|05/06/2006|1.0|3.0|7.0|8.0|9.0|10.0|12.0|13.0|16.0|17.0|18.0|19.0|20.0|24.0|25.0|R$0,00|2.0|MGRJ|471.0|17588.0|247734.0|1532701.0|R$793.662,96|R$1.444,34|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
142|12/06/2006|1.0|2.0|4.0|5.0|6.0|7.0|9.0|15.0|16.0|17.0|18.0|19.0|22.0|23.0|24.0|R$0,00|1.0|DF|373.0|15636.0|246926.0|1364705.0|R$1.692.224,96|R$1.944,35|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
143|19/06/2006|1.0|2.0|8.0|9.0|11.0|13.0|15.0|16.0|17.0|19.0|21.0|22.0|23.0|24.0|25.0|R$0,00|5.0|BAGOMGSP|677.0|29324.0|326923.0|1643883.0|R$201.113,36|R$634,16|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
144|26/06/2006|1.0|2.0|4.0|7.0|9.0|11.0|12.0|14.0|17.0|19.0|20.0|21.0|22.0|24.0|25.0|R$0,00|36.0|ALBADFESGOMAMGMSPAPRRJRSSCSESP|3305.0|39042.0|295178.0|1379832.0|R$35.936,80|R$167,14|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
145|03/07/2006|1.0|2.0|3.0|9.0|10.0|11.0|13.0|14.0|15.0|17.0|18.0|20.0|22.0|24.0|25.0|R$0,00|3.0|BAESGO|815.0|30436.0|317461.0|1442001.0|R$395.268,82|R$621,20|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
146|10/07/2006|1.0|2.0|5.0|8.0|10.0|11.0|12.0|13.0|14.0|16.0|17.0|22.0|23.0|24.0|25.0|R$0,00|6.0|BAGOMGRJSP|557.0|21375.0|302776.0|1519562.0|R$219.758,40|R$1.014,53|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
147|17/07/2006|1.0|2.0|4.0|5.0|6.0|10.0|11.0|12.0|13.0|16.0|19.0|21.0|22.0|23.0|25.0|R$0,00|3.0|DFPESP|624.0|25125.0|278315.0|1546507.0|R$472.583,65|R$973,73|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
148|24/07/2006|1.0|2.0|4.0|5.0|8.0|9.0|12.0|13.0|16.0|17.0|20.0|21.0|22.0|24.0|25.0|R$0,00|17.0|ALBADFGOMGMSPAPIPRRJSCSESP|1024.0|23278.0|276551.0|1552055.0|R$84.381,14|R$598,09|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
149|01/08/2006|2.0|5.0|7.0|9.0|10.0|13.0|15.0|16.0|17.0|18.0|19.0|20.0|23.0|24.0|25.0|R$0,00|5.0|RJSP|616.0|22974.0|303309.0|1711630.0|R$235.870,42|R$820,52|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
150|07/08/2006|1.0|3.0|5.0|6.0|7.0|8.0|9.0|11.0|14.0|19.0|21.0|22.0|23.0|24.0|25.0|R$0,00|1.0|SP|333.0|15291.0|253716.0|1446824.0|R$1.641.679,38|R$2.112,84|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
151|14/08/2006|3.0|4.0|5.0|7.0|9.0|10.0|11.0|12.0|13.0|14.0|16.0|18.0|20.0|23.0|24.0|R$0,00|5.0|MGMTRJSE|626.0|23014.0|277803.0|1417099.0|R$333.476,48|R$1.141,52|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
152|21/08/2006|3.0|4.0|5.0|6.0|7.0|8.0|13.0|15.0|17.0|19.0|20.0|22.0|23.0|24.0|25.0|R$0,00|3.0|SP|749.0|23507.0|300483.0|1517767.0|R$435.453,14|R$744,65|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
153|28/08/2006|1.0|2.0|4.0|5.0|8.0|11.0|12.0|13.0|17.0|18.0|20.0|21.0|23.0|24.0|25.0|R$0,00|8.0|ACBAGOPRSCSP|958.0|30251.0|365810.0|1713398.0|R$130.468,18|R$465,16|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
154|04/09/2006|1.0|2.0|3.0|5.0|6.0|9.0|10.0|11.0|13.0|14.0|15.0|16.0|18.0|23.0|24.0|R$0,00|1.0|RS|604.0|27326.0|262834.0|1558936.0|R$1.415.829,77|R$1.004,61|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
155|11/09/2006|2.0|4.0|5.0|8.0|10.0|11.0|14.0|15.0|16.0|18.0|19.0|20.0|21.0|22.0|24.0|R$0,00|0.0||559.0|22378.0|250331.0|1242889.0|R$0,00|R$1.352,92|R$10,00|R$4,00|R$2,00|R$1.764.652,94|R$0,00|R$0,00
156|18/09/2006|1.0|3.0|4.0|8.0|9.0|10.0|11.0|12.0|13.0|14.0|15.0|19.0|20.0|22.0|23.0|R$0,00|7.0|MAMGMSPBPRRS|606.0|23142.0|344899.0|1779082.0|R$544.973,94|R$1.449,91|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
157|25/09/2006|1.0|2.0|4.0|6.0|7.0|9.0|10.0|12.0|14.0|16.0|18.0|19.0|21.0|24.0|25.0|R$0,00|9.0|AMDFGOMGMSRSSCSP|1164.0|27968.0|294624.0|1457786.0|R$184.264,18|R$608,27|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
158|02/10/2006|2.0|7.0|8.0|9.0|10.0|11.0|12.0|15.0|16.0|17.0|18.0|19.0|20.0|22.0|23.0|R$0,00|2.0|PRRJ|379.0|14044.0|227436.0|1333606.0|R$903.537,47|R$2.043,43|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
159|09/10/2006|1.0|2.0|3.0|4.0|5.0|6.0|8.0|10.0|11.0|14.0|15.0|17.0|20.0|24.0|25.0|R$0,00|2.0|RSSP|699.0|23036.0|296027.0|1584286.0|R$703.307,50|R$862,43|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
160|16/10/2006|1.0|3.0|4.0|9.0|10.0|11.0|12.0|14.0|15.0|16.0|17.0|19.0|20.0|21.0|24.0|R$0,00|3.0|MAMGPR|343.0|15261.0|208539.0|1221736.0|R$597.551,18|R$2.239,89|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
161|19/10/2006|1.0|5.0|8.0|11.0|13.0|15.0|16.0|17.0|18.0|20.0|21.0|22.0|23.0|24.0|25.0|R$0,00|0.0||611.0|15775.0|239227.0|918806.0|R$0,00|R$331,96|R$10,00|R$4,00|R$2,00|R$475.058,19|R$1.800.000,00|R$0,00
162|23/10/2006|1.0|2.0|3.0|4.0|5.0|6.0|8.0|11.0|12.0|13.0|16.0|18.0|20.0|23.0|24.0|R$0,00|5.0|PRRJSP|473.0|17329.0|259119.0|1359430.0|R$326.388,90|R$1.048,22|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
163|26/10/2006|1.0|2.0|3.0|5.0|6.0|7.0|9.0|13.0|14.0|15.0|20.0|21.0|23.0|24.0|25.0|R$0,00|3.0|DFMGSP|301.0|14090.0|182825.0|1000015.0|R$264.578,33|R$1.130,14|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
164|30/10/2006|1.0|2.0|3.0|5.0|6.0|8.0|10.0|11.0|14.0|15.0|18.0|21.0|22.0|23.0|24.0|R$0,00|1.0|BA|350.0|14833.0|215986.0|1200787.0|R$1.166.134,45|R$1.427,92|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
165|03/11/2006|1.0|2.0|4.0|6.0|8.0|9.0|12.0|13.0|14.0|15.0|17.0|18.0|19.0|22.0|25.0|R$0,00|2.0|MGSE|474.0|15818.0|152856.0|784846.0|R$370.695,33|R$667,80|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
166|06/11/2006|2.0|3.0|4.0|8.0|9.0|10.0|13.0|14.0|15.0|18.0|19.0|20.0|21.0|22.0|23.0|R$0,00|39.0|BACEESGOMGMSPEPIPRRJRNRSSCSESP|1363.0|18402.0|206939.0|965304.0|R$30.597,68|R$373,80|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
167|09/11/2006|1.0|2.0|3.0|6.0|8.0|9.0|10.0|13.0|14.0|16.0|18.0|19.0|22.0|23.0|24.0|R$0,00|3.0|MTPR|531.0|16831.0|202659.0|1017291.0|R$302.468,28|R$729,59|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
168|13/11/2006|1.0|2.0|3.0|4.0|7.0|10.0|12.0|15.0|16.0|17.0|19.0|20.0|22.0|23.0|24.0|R$0,00|1.0|RJ|386.0|15449.0|205259.0|1185853.0|R$1.467.158,17|R$1.628,97|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
169|16/11/2006|1.0|4.0|5.0|6.0|7.0|8.0|9.0|10.0|11.0|12.0|15.0|16.0|20.0|21.0|24.0|R$0,00|0.0||239.0|8661.0|119123.0|733474.0|R$0,00|R$1.973,03|R$10,00|R$4,00|R$2,00|R$1.100.295,03|R$0,00|R$0,00
170|21/11/2006|1.0|3.0|4.0|5.0|6.0|7.0|8.0|10.0|13.0|16.0|18.0|20.0|22.0|23.0|25.0|R$0,00|1.0|RN|614.0|25288.0|329486.0|1467483.0|R$2.382.496,82|R$894,98|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
171|23/11/2006|1.0|3.0|4.0|10.0|11.0|12.0|13.0|15.0|16.0|17.0|21.0|22.0|23.0|24.0|25.0|R$0,00|4.0|BAGOSP|268.0|9173.0|148445.0|853294.0|R$214.073,05|R$1.369,34|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
172|27/11/2006|1.0|2.0|4.0|6.0|7.0|9.0|10.0|11.0|12.0|13.0|18.0|20.0|21.0|22.0|25.0|R$0,00|1.0|RS|491.0|15871.0|198340.0|1108489.0|R$1.294.736,87|R$1.130,12|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
173|30/11/2006|2.0|3.0|4.0|5.0|7.0|8.0|11.0|15.0|19.0|20.0|21.0|22.0|23.0|24.0|25.0|R$0,00|0.0||245.0|10219.0|148861.0|869873.0|R$0,00|R$1.729,59|R$10,00|R$4,00|R$2,00|R$988.749,60|R$0,00|R$0,00
174|04/12/2006|1.0|2.0|4.0|7.0|9.0|10.0|11.0|12.0|13.0|15.0|17.0|20.0|23.0|24.0|25.0|R$0,00|11.0|ESGOMTPRRJSP|1312.0|35908.0|358227.0|1677488.0|R$164.220,21|R$266,09|R$10,00|R$4,00|R$2,00|R$0,00|R$0,00|R$0,00
